sentence,relation,head,head_offset,tail,tail_offset
《知足的幸福》是雨宗林演唱的歌曲，由王羽泽作词、作曲1，收录在雨宗林发行的专辑《致岁月》中,所属专辑,知足的幸福,1,致岁月,40
网剧《活该你单身》由北京九洲天旗文化传播有限公司、秒拍、北京影谱科技股份有限公司、世纪佳缘网联合出品1，著名导演李学鹏执导，唐昕、许小行等领衔主演,出品公司,活该你单身,3,九洲天旗,12
《爱情的酒拢袂退》是黄乙玲演唱的一首单曲，该曲收录在专辑《跨世纪精选》中,所属专辑,爱情的酒拢袂退,1,跨世纪精选,29
曾在tvb《西游记》演万妖女王的她再度回巢拍剧，被称为不老女神,出品公司,西游记,6,tvb,2
《我是赵传奇》是由武汉天九文化发展有限公司出品的抗战剧，由海顿执导，海顿、翁虹领衔主演1,出品公司,我是赵传奇,1,武汉天九文化发展有限公司,9
《你如果好锡我》是陈洁仪的音乐作品，梁文福作曲，收录在《揭晓》专辑中,所属专辑,你如果好锡我,1,揭晓,28
《放学别走》，是90后创作型男歌手星弟2014年首张独立原创音乐专辑《同归于尽》中，作为第一首发布的歌曲,所属专辑,放学别走,1,同归于尽,35
《梦的告白》是由千百惠演唱的一首歌，收录于专辑《想你的时候》中,所属专辑,梦的告白,1,想你的时候,24
《魔笛》，冯晓泉创作，冯晓泉、曾格格演唱并演奏，是2004年的专辑《格上听泉》及《爱情环游360°》中的主打歌曲,所属专辑,魔笛,1,爱情环游360°,41
《帝女芳魂》是马浚伟的音乐作品，收录在《新帝女花-马浚伟专辑》专辑中,所属专辑,帝女芳魂,1,新帝女花-马浚伟专辑,20
《心战》是香港电视广播有限公司出品的时装悬疑电视剧，由郑少秋、陈豪、黄德斌、邵美琪、陈茵媺领衔主演，监制戚其义,出品公司,心战,1,香港电视广播有限公司,5
《故乡之路》是唐磊的音乐作品，唐磊作曲，收录在《2006原创同名大碟》专辑中,所属专辑,故乡之路,1,2006原创同名大碟,24
我的女孩（英文：my girl，韩文：마이걸）为韩国sbs电视台于2005至2006年制作及播映的水木连续剧，共16集,出品公司,我的女孩,0,韩国sbs,24
多余的解释是许嵩的一首歌曲，出自专辑《自定义》，很少有与这首歌听感类似的音乐作品,所属专辑,多余的解释,0,自定义,19
语言：国语歌曲介绍海豚音天后张靓颖加盟环球音乐后，新专辑《我相信》主打歌《勇敢爱》,所属专辑,勇敢爱,37,我相信,29
湖南卫视春晚8日举行，快乐大本营五位主持人去了三位，吴昕和谢娜没去,主持人,快乐大本营,11,吴昕,26
由江苏华臻影视文化传媒有限公司拍摄的旨在表现沛县好人文化建设、新农村面貌和特菜种植的二十集电视连续剧《东西两庄》已进入最后剪辑，该剧主题曲由我县知名词作家吴广川作词，高志作曲、编曲，睢宁农民歌手杜魏莉演唱，将于本月20日前后参加中央电视台星光大道的周冠军赛,出品公司,东西两庄,51,江苏华臻影视文化传媒有限公司,1
简介张福林（1950-）祖籍广东中山市石岐员峰村1，出生于哥斯达黎加,祖籍,张福林,2,广东中山市石岐员峰村,14
《素颜》是一首黄铠晴演唱的粤语歌曲，由夏至、黄铠晴作词，谢杰作曲，收录于2008年11月28日发行的专辑《明日经典》中,所属专辑,素颜,1,明日经典,53
《抗致命传染病》是2010年于discovey探索频道出品的一部纪录片,出品公司,抗致命传染病,1,discovey探索频道,15
因《水浒传》走红的演员有：李雪健（之前就很出名）难忘镜头：宋江跪拜皇帝时候撅起的屁股以上四部电视剧，除了西游记是由中国国际电视总公司出品其余三部都是由中央电视台与中国电视剧制作中心联合出品，可以说是“出身高贵”，而最后取得的效果如今也都有目共睹，各个都是经典中的经典，翘楚中的翘楚,出品公司,水浒传,2,中国电视剧制作中心,81
《悲伤时唱首歌》是由华夏视听环球传媒（北京）股份有限公司出品的情感电视剧,出品公司,悲伤时唱首歌,1,华夏视听环球传媒（北京）股份有限公司,10
休闲的宫廷文化生活在1683年嘎然而止，在土耳其第二次围攻维也纳的战争中美泉宫被彻底烧毁，这座夏季寝宫和它的花园成为了土耳其人战争的牺牲品,所在城市,美泉宫,36,维也纳,29
《榴梿飘香》是hao xian chen/薰妮演唱的歌曲，收录于《金曲演斗厅》的歌曲,所属专辑,榴梿飘香,1,金曲演斗厅,33
孙有全(1819～1890)，乳名狗（九），字希南，清福建诏安县铜山所（今东山县铜陵镇）人,祖籍,孙有全,0,东山县铜陵镇,37
netflix宣布《小镇滋味》（santa clarita diet）第二季将于3月23日播出,出品公司,小镇滋味,10,netflix,0
《超级代言人》是旅游卫视与问优传媒联合打造的一档以旅游、民族文化、现代品牌为节目创作根基、以选手才艺吸引观众眼球的时尚代言类大型综艺节目，由沈涛主持，于2015年1月3日首播,主持人,超级代言人,1,沈涛,70
基隆市，位于中国台湾地区东北角，三面环山，一面临海，曾是台湾万商云集的重要港口,所在城市,基隆市,0,台湾,8
《爱情最强》是陈司翰的音乐作品，收录在《陈司翰同名专辑》专辑中,所属专辑,爱情最强,1,陈司翰同名专辑,20
《德伯家的苔丝》改编自托马斯·哈代的同名小说，由bbc出品，由夏普执导，杰森·弗莱明、奥列佛·米尔本等主演,出品公司,德伯家的苔丝,1,bbc,24
皇后码头是香港一个可供小型船艇泊岸上落客的公众码头，后来的新建筑建于1953年，位于香港岛中环爱丁堡广场，毗邻香港大会堂，面对维多利亚港,所在城市,维多利亚港,63,香港,5
《绝代商骄》是香港电视广播有限公司出品的时装喜剧，由张乾文担任监制，黄子华、佘诗曼、李绮红及陈国邦领衔主演,出品公司,绝代商骄,1,香港电视广播有限公司,7
月下对口，是卓依婷演唱的一首歌曲，发行于1994年《民歌小调》中,所属专辑,月下对口,0,民歌小调,26
《杜拉拉升职记》是中国电影集团、dmg娱乐传媒联合出品的一部都市爱情片,出品公司,杜拉拉升职记,1,dmg娱乐传媒,16
《微微一笑很倾城》改编自顾漫同名小说，该剧是克顿传媒旗下上海剧酷文化传播有限公司继《杉杉来了》《何以笙箫默》后再一次打造的顾漫小说改编作品,出品公司,何以笙箫默,48,上海剧酷文化传播有限公司,28
我要的幸福，由李易峰主唱，收录在其专辑《小先生》中，意图用歌声传递对于爱情和幸福的定义,所属专辑,我要的幸福,0,小先生,20
《梨花》是网剧《战国红颜之芈月传奇》的片尾曲和电视剧《戴流苏耳环的少女》的插曲，由李维真作词作曲演唱，收录在一个人的旅行专辑中,所属专辑,梨花,1,一个人的旅行,54
《吃角子老虎》是严爵演唱的歌曲，由林蔚珊填词、严爵谱曲，收录于严爵2015年7月31日发行的专辑《一直给》中,所属专辑,吃角子老虎,1,一直给,49
歌曲背景《不如跳舞》最早收录于陈慧琳2000年发行的专辑《花花宇宙》里,所属专辑,不如跳舞,5,花花宇宙,29
不过，《双面女神》的色调显得很暗，因此这首歌曲和专辑《萧洒小姐》中其他的快歌有一些冲突5,所属专辑,双面女神,4,萧洒小姐,27
《教我如何不爱他》首次收录于许志安于1999年发布的专辑《真心真意》1中,所属专辑,教我如何不爱他,1,真心真意,29
《一朵玫瑰花》是沈雁的音乐作品，收录在《在这里认识沈雁》专辑中,所属专辑,一朵玫瑰花,1,在这里认识,20
《欢乐愚人》是姜微作词、作曲并演唱的一首歌曲，收录于专辑《姜微单曲集》中,所属专辑,欢乐愚人,1,姜微单曲集,29
任贤齐-老地方-05.爱伤了女声∶金池,所属专辑,爱伤了,11,老地方,4
《难忘的一段情》是由李玲玉演唱的一首歌曲，收录在《午夜街头（二）》专辑里,所属专辑,难忘的一段情,1,午夜街头,25
歌曲《台北的寂寞》选自周传雄专辑《心出发》，由邬裕康作词，周传雄（小刚）作曲，1995年科艺百代emi种子出版并发行,所属专辑,台北的寂寞,3,心出发,17
2017年7月湖南卫视一个不知名的主持人靳梦佳搭档赵薇、黄晓明、张亮、周冬雨录制综艺节目《中餐厅》，很多人都猜测，湖南卫视未来肯定要重点培养靳梦佳，果不其然，之后湖南卫视所有重点晚会和综艺，靳梦佳都未缺席,主持人,中餐厅,45,张亮,32
抛开九霄云外4歌曲鉴赏《想恋一个爱》作为专辑《当我的好朋友》的首波主打歌，节奏奔放明朗，具有春天的阳光感，同时也体现了专辑勇敢追爱的主题,所属专辑,想恋一个爱,12,当我的好朋友,23
《只是还没找到彼此而已》是雷光夏的音乐作品，雷光夏作曲，收录在《她的改变》专辑中,所属专辑,只是还没找到彼此而已,1,她的改变,32
《你是空气》是一首由阿穆隆演唱，姜薏萱作词，victorlan作曲的歌曲，收录于专辑《木头人》,所属专辑,你是空气,1,木头人,43
周小明焱壶特约国家级高级工艺美术师图为全手工高难度作品《鱼化龙》持护照67年生，祖籍江西临川，86年景德镇陶瓷专科学校毕业，到景德镇新华瓷厂技术科从事陶瓷美术设计与创作，88年来到陶都宜兴,祖籍,周小明,0,江西临川,42
《你太好》是卢巧音演唱的歌曲，出自专辑《贴近卢巧音》,所属专辑,你太好,1,贴近卢巧音,20
人物生活于镜波，祖籍东北,祖籍,于镜波,4,东北,10
歌曲简介歌曲：三个月零六天  编曲：钟兴民  专辑：原罪  发行日期：2003,所属专辑,三个月零六天,7,原罪,26
20120301爱玩客没吃过这味别说你来过台湾- 台南麻豆后壁官田  嘉义鹿草主持：吴凤,主持人,爱玩客,8,吴凤,42
大家应该都知道他爸叫张国立吧，现在《演员的诞生》的主持人,主持人,演员的诞生,18,张国立,10
《下沙》是一首金池演唱的歌曲，该首歌曲发行于2005年06月03日，出自于其专辑《昨日重现》,所属专辑,下沙,1,昨日重现,41
《这是人生》是歌手汤宝如演唱的歌曲，所属专辑：《剧情需要》1,所属专辑,这是人生,1,剧情需要,24
《闲人勿近》是香港歌手关智斌演唱的粤语歌曲，收录于关智斌2005年的个人音乐专辑《musick》。1由梁洛施出演mv的女主角,所属专辑,闲人勿近,1,《musick》,40
近日，hbo发布最终季海报，确认超人气美剧《权力的游戏》第八季将于2019年播出，具体时间未公布，并且第八季只有6集的容量,出品公司,权力的游戏,22,hbo,3
《gj部》是由日本动画公司动画工房制作的电视动画作品，于2013年1月10日播放，全12话,出品公司,gj部,1,动画工房,13
《爱与折磨》是由张信哲演唱的歌曲，专辑名称：下一个永远,所属专辑,爱与折磨,1,下一个永远,22
影片改编自同名动画电影《灰姑娘》，剧情延续迪士尼经典动画的故事——灰姑娘母亲、父亲相继去世，继母和其女儿们对她百般折磨，但灰姑娘得到魔法相助，成为王子的意中人的故事《007：幽灵党》是《007》系列第24部电影，是由哥伦比亚影片公司、米高梅电影公司联合出品的动作片,出品公司,007：幽灵党,83,米高梅电影公司,117
《小明星大跟班》（非正式名称为《乾隆驾到》）接档《康熙来了》，是由吴宗宪与其女吴姗儒主持的一档综艺访谈节目，2016年1月25日起在中天综合台周一至周四晚十点播出,主持人,小明星大跟班,1,吴宗宪,33
《草原情歌》是索南扎西专辑《我心爱的姑娘》中的一首流行歌曲，由索南扎西演唱，张涛作曲,所属专辑,草原情歌,1,我心爱的姑娘,14
《除了你不曾梦见谁》是关德辉的音乐作品，收录在《敞开你的心》专辑中,所属专辑,除了你不曾梦见谁,1,敞开你的心,24
《新白娘子传奇》导演：何澎培主演：待定出品：华恒美视（北京）文化传媒有限公司影视观察家点评：赵雅芝、叶童版实在太强大了，无论是刘涛版还是左小青版虽然各有突破，但距离经典距离实在太大了，这次翻拍在故事情节上“根正苗红”，但少了情怀和演员加成，成“炮灰”的可能性依然比较大,出品公司,新白娘子传奇,1,华恒美视（北京）文化传媒有限公司,22
《恰好》是话剧版《山楂树之恋》主题曲，由常石磊作词作曲，霍尊演唱，收录在其2015年发行的专辑《天韵·霍尊》中1,所属专辑,恰好,1,天韵·霍尊,48
概况《独立宣言》是苏有朋演唱的一首歌曲，收录在个人专辑《我只要你爱我》，于1992年12月1日发行，发行公司为飞碟唱片,所属专辑,独立宣言,3,我只要你爱我,28
习惯是2010年李霄云《你看到的我是蓝色的》中歌曲,所属专辑,习惯,0,你看到的我是蓝色的,12
吉林省松原市查干湖景区，是国家水利部批准的水利景区,所在城市,查干湖,6,松原,3
《悲剧中的人》是香港艺人莫少聪演唱，1995年9月22日由可登唱片出版发行的国语专辑“你在九月离开”中的一首流行歌曲,所属专辑,悲剧中的人,1,你在九月离开,43
《拍拖》是《胡 爱夏》专辑中节奏感最强的一首歌，结合与摇滚的曲风，摇滚节奏的强劲副歌让胡夏展现出强而有力、不一样的动感魅力，歌词则唱出决定放手不再牵拖的决断,所属专辑,拍拖,1,胡 爱夏,6
她推出第2张个人音乐专辑《欧若拉》，收录了包括同名主打歌《欧若拉》、《手心的太阳》等在内的11首歌曲，她则凭借该专辑入围了第16届台湾金曲奖最佳国语女演唱人奖，其中歌曲《欧若拉》还获得了musicradio中国top排行榜港台年度金曲奖,所属专辑,手心的太阳,35,欧若拉,13
20120531爱玩客歌仔戏九大经典阿兜仔都鼓掌- 高雄凤山三民主持：吴凤,主持人,爱玩客,8,吴凤,35
《我的无头女友》由奇树有鱼独家发行，奇树有鱼凭借自身优势资源与超强宣发等全方位营销在成立一周年时间，就已推出无数精品网络电影,出品公司,我的无头女友,1,奇树有鱼,9
《一起向远方》是歌唱家金波演唱的一首单曲，收录在2011年8月发行的专辑《舞动军营》中,所属专辑,一起向远方,1,舞动军营,37
《我是大美人》由湖南卫视、上海快乐讯广告传播有限公司打造，由知名主持人何炅与吴昕担纲主持,主持人,我是大美人,1,何炅,35
汪磊，男，1964年生，祖籍皖北，生长在东北，2003年考入北京广播学院，现任中国社会语言学学会理事,祖籍,汪磊,0,皖北,14
《我愿知道你开心》是由张智霖和小美作词，张智霖作曲，张智霖演唱的一首歌曲，收录在专辑《多谢关心》中,所属专辑,我愿知道你开心,1,多谢关心,43
1张子猷简介，号希夷先生，祖籍黑龙江，现居成都，本科学历,祖籍,张子猷,1,黑龙江,15
《骗自己》是许茹芸演唱的一首歌曲，收录在专辑《泪海》当中,所属专辑,骗自己,1,泪海,23
《晋阳老醋坊》是太原电视台2008年制作上映的一部古装剧,出品公司,晋阳老醋坊,1,太原电视台,8
《跳水男孩》是由日本角川映画制作发行的115分钟的运动影片,出品公司,跳水男孩,1,角川映画,10
王思聪于1988年1月3日出生于辽宁省大连市，祖籍为四川省广元市苍溪县元坝镇,祖籍,王思聪,0,四川省广元市苍溪县元坝镇,26
由中央电视台电视剧制作中心、公安部政治部、河南电视台等联合录制的21集电视连续剧《荣誉》，是2003年度中央电视台重点剧目,出品公司,荣誉,41,中央电视台电视剧制作中心,1
刘昊然宣布暂退《高能少年团》第二季 杨紫或将加入,主持人,高能少年团,8,刘昊然,0
后世小说家和影视作品创作者虽知“代死之说”荒谬，但又每对韩宝英的故事情有独钟，于是出现了各式各样的作者依照自己心目中的形象演绎出的“韩宝英”，tvb的《太平天国》中的韩宝英就是其中一个,出品公司,太平天国,76,tvb,71
《幸福的可能》是新生代人气女歌手杨菲洋2012全新ep《宇宙只有我和你》中最佳传唱度的k歌主打，电影片段式的词曲唱，尽情发泄失恋后种种伤痛思绪,所属专辑,幸福的可能,1,宇宙只有我和你,28
《落霞》是曾航生演唱的一首歌曲，收录于专辑《想念你》中，发行于1991年01月01日,所属专辑,落霞,1,想念你,22
《我的路》是汪峰演唱的歌曲，收入到专辑《勇敢的心》中,所属专辑,我的路,1,勇敢的心,20
《布列瑟农》是群星的音乐作品，收录在《一听入迷》专辑中,所属专辑,布列瑟农,1,一听入迷,19
123寺院法会北京龙泉寺自开放为佛教活动场所以来，在学诚大和尚悲心愿力的摄持下，在佛菩萨圣诞日，会举行相应的佛事活动，读诵《华严经》、《法华经》《楞严经》等大乘经典，人天普利，同种善根，净化人心，和谐社会,所在城市,龙泉寺,9,北京,7
《梦一场》是萧敬腾2009年11月13日发布的《爱的时刻自选辑》专辑里的一首翻唱版本国语歌曲,所属专辑,梦一场,1,爱的时刻自选辑,24
《宁可让我苦》是由张雨生作词作曲并演唱的一首歌，收录于专辑《大海》中,所属专辑,宁可让我苦,1,大海,30
《天外飞仙》是卢巧音演唱的一首歌曲，收录在专辑《天演论》当中,所属专辑,天外飞仙,1,天演论,24
《微笑革命》是谭咏麟的音乐作品，收录在《爱念》专辑中,所属专辑,微笑革命,1,爱念,20
《天使旅行箱》是赵薇于2007年9月3日发行的专辑，由李泉、丁薇、陈伟担任制作人，共收录了《天使旅行箱》、《树叶的崇拜》等十首歌曲,所属专辑,树叶的崇拜,54,天使旅行箱,1
情靡半生是一部英国bbc出品的电视剧，该剧透过个人视角窥视了一个女人50年间的角色转换,出品公司,情靡半生,0,英国bbc,7
2001年6月出演电视剧《三少爷的剑》是海润影视集团出品的一部古装武侠电视剧，根据古龙同名小说改编,出品公司,三少爷的剑,13,海润影视集团,20
五道口还是北京大学和清华大学所在地,所在城市,五道口,0,北京,5
《称心如意》与李湘以往主持的节目截然不同，是《我们约会吧》的升级版,主持人,称心如意,1,李湘,7
演的都是一些“情妇”，“小三”之类角色，2014年，在出演tvb台庆剧《名门暗战》的时候，她演的“情妇ivy”一角，让人恨得牙痒痒,出品公司,名门暗战,36,tvb,29
《爱是什么符号》是一首由傅又宣演唱的歌曲，所属专辑为《maggie fu》,所属专辑,爱是什么符号,1,maggie fu,27
《你惦我心内尚深的所在》是歌手蔡幸娟演唱的歌曲，收录于专辑《姐妹》,所属专辑,你惦我心内尚深的所在,1,姐妹,30
《热血报告》是周天然演唱，所属专辑：完全体，作词：老湿 / 周天然，作曲：周天然，编曲：陈宇骁 / 勾翊钧,所属专辑,热血报告,1,完全体,18
《想入非非》是由廖莹如作词、陈波作曲、徐若瑄演唱的歌曲，收录在2005年04月01日发行的专辑《狠狠爱》中1,所属专辑,想入非非,1,狠狠爱,48
《循环录音带》是苏永康的音乐作品，黄伟文作曲，收录在《意犹未尽》专辑中,所属专辑,循环录音带,1,意犹未尽,27
佘幼芝生于1939年，祖籍广东顺德马岗,祖籍,佘幼芝,0,广东顺德马岗,13
——选自中国唱片上海公司发行的《谷建芬作品选》2cd中“年轻的朋友来相会”歌曲介绍3作者简介谷建芬，女，作曲家,所属专辑,年轻的朋友来相会,28,谷建芬作品选,16
帕特农神庙之所以拥有现在无与伦比的地位，正是因为他们击败了这群伪神，建立起了属于人类自己的文明和信仰，当时的领袖是一位女子，被人们称之为圣女，也就是女神雅典娜,所在城市,帕特农神庙,0,雅典,76
《爱与不爱》是王浩信的音乐作品，收录在《初生族》专辑中,所属专辑,爱与不爱,1,初生族,20
人物生平早年经历周虓（《资治通鉴》作周飏1），字孟威，祖籍汝南安城，是安南将军周访玄孙，镇西将军周抚曾孙，冠军将军周楚之孙，东羌校尉周琼之子,祖籍,周虓,8,汝南安城,29
《猫的报恩》（猫の恩返し）是吉卜力工作室2002年推出的一部动画电影,出品公司,猫的报恩,1,吉卜力工作室,14
《重赐我生命》由潘伟源作词，黎小田作曲，刘德华演唱，收录于刘德华1987年发行的第二张专辑《情感的禁区》,所属专辑,重赐我生命,1,情感的禁区,46
《爱是那么真》是李玟的唱片专辑《promise》中的一首流行单曲,所属专辑,爱是那么真,1,promise,16
喜欢的颜色：蓝、绿、黄、白新人挑战《给力星期天》已经确定在2010年12月1日正式录制节目，在俞灏明因伤缺席的情况下，另外h3将挑起主持的重担，为“给力小子”，而另一位女性主持人则是已经复出的李湘，为“给力大姐”,主持人,给力星期天,18,李湘,96
《清白之年》这首歌，是《猎户星座》这张专辑里个人最偏爱的——排除《平凡之路》《好好的》这几首之前推出的大热歌曲之外，也是新歌里最有朴树味的,所属专辑,清白之年,1,猎户星座,12
一时勾起了很多人的回忆，因为照片中的这些艺人，都是曾经和宣萱、古天乐在90年代初入行时合作tvb长篇情景剧《餐餐有宋家》的搭档，时隔24年后再聚首，真很难得了,出品公司,餐餐有宋家,54,tvb,45
2012年6月，邱启明加盟湖南卫视主持《我们约会吧》节目,主持人,我们约会吧,20,邱启明,8
《一天一点》是台湾著名女歌手戴爱玲的专辑《爱灵灵》中的一首歌曲,所属专辑,一天一点,1,爱灵灵,21
《情难再》是由歌手李克勤演唱的一首歌曲，收录在专辑《音乐奇遇 48首精选》中,所属专辑,情难再,1,音乐奇遇 48首精选,26
年10月29日，原南阳市文化广播事业局决定，南阳汉画馆独立建制，为直属二级单位,所在城市,汉画馆,24,南阳市,9
3迪士尼动画片《小美人鱼》原创大师斐罗·巴恩哈特手绘原稿作者：philo barnhart纸、彩绘铅笔 | 38.5cm x 27cm | 1990's签名：philo barnhart迪士尼著名影片《小美人鱼》原创大师斐罗·巴恩哈特手绘原稿“爱丽儿与她的盟友们”,出品公司,小美人鱼,8,迪士尼,1
《悲伤头像》是朱紫娆演唱的歌曲，所属专辑《我不会哭》,所属专辑,悲伤头像,1,我不会哭,21
哈布斯堡王朝在维也纳的美泉宫入选联合国教科文组织的世界遗产，而市中心的斯蒂芬大教堂则是维也纳的标志,所在城市,美泉宫,11,维也纳,7
《成人礼》是香港歌手关智斌演唱的歌曲，关智斌自己作词，并与陈思捷合作谱曲，收录于关智斌2006年的音乐专辑《寻找美惠》中,所属专辑,成人礼,1,寻找美惠,54
馆藏文物澳门博物馆是一间展示澳门历史和多元文化的博物馆，馆内的展品以其丰富和深刻的历史和文化内涵，展示数百年来澳门的历史变迁，讲述来自不同国家、具有不同文化背景的居民在澳门和平共处的生活,所在城市,澳门博物馆,4,澳门,14
顾村公园顾村公园1位于上海市宝山区外环线s20以北，东起沪太路，西至陈广路，地铁m7号线顾村公园站就座落于公园内,所在城市,顾村公园,0,上海,11
《青春熬干了》是电影《落马湖》的插曲，由林黛演唱，收录在专辑《流星岁月精华 珍藏集》中,所属专辑,青春熬干了,1,流星岁月精华 珍藏集,31
《当初的美好已是曾经》是廖名扬的音乐作品，收录在《无情的雨无情的你ep》专辑中,所属专辑,当初的美好已是曾经,1,无情的雨无情的你ep,25
《女人肚子饿的时候》是陈珊妮演唱的一首流行歌曲，收录于专辑《华盛顿砍倒樱桃树》中1,所属专辑,女人肚子饿的时候,1,华盛顿砍倒樱桃树,30
《山楂花》是电影《山楂树之恋》宣传曲，由文雅作词，仓雁彬作曲，陈楚生演唱，收录于2010年发行的专辑《影之传说》中1,所属专辑,山楂花,1,影之传说,51
电视剧《九命刑警》是一部大型公安题材电视连续剧，该剧由友诗达（厦门）商贸有限公司出品，大连市区域经济开发研究会、优业组合影视传媒联合出品，公安部文联、辽宁省公安厅、辽宁省警察协会、大连市公安局联合摄制,出品公司,九命刑警,4,友诗达（厦门）商贸有限公司,27
《老梁看电视》是2010年5月10日开播的一档脱口秀节目由梁宏达主持（已改版两次）,主持人,老梁看电视,1,梁宏达,29
《今、happy》是ばら组的音乐作品，收录在《希望的リフレイン》专辑中,所属专辑,今、happy,1,希望的リフレイン,23
简介twins专辑《八十块环游世界》中的你最勇敢由宇恒作曲，作词许哲佩，轻轻地，柔柔地，让人的疲劳烟消云散，同时深情地歌唱带给我们空灵的感动,所属专辑,你最勇敢,20,八十块环游世界,10
《双谍姐妹花》又名《黎明前的抉择》由南京瑞星影视文化传播有限公司、江苏艺星影视文化传播有限公司出品，周小兵导演，斓曦  郭家铭   巩汉林主演的36集大型谍战题材电视剧,出品公司,黎明前的抉择,10,南京瑞星影视文化传播有限公司,18
《东方快车谋杀案》是日本富士电视台制作并播出的2集推理悬疑电视剧,出品公司,东方快车谋杀案,1,富士电视台,12
《为什么你要离开我》是贺一航的音乐作品，收录在《情伤》专辑中,所属专辑,为什么你要离开我,1,情伤,24
"20120326爱玩客来去给宋慧乔请好料- 韩国江原道主持：自由发挥(李伯恩,阿达)",主持人,爱玩客,8,阿达,39
周炳吉，著名战略策划人，教授，笔名双喆，山东琅琊人，现任中国企业策划师协会的会长、鸿吉企程营销策划有限公司董事长、中国十大战略策划人并兼任中华孝道基金会秘书长、中国农业化肥产业协会秘书长，担任大连策划师大学组委会主任、大连策划师大学副校长,祖籍,周炳吉,0,山东琅琊人,20
《我的心中》是阿吉仔的音乐作品，收录在《再显奇迹》专辑中,所属专辑,我的心中,1,再显奇迹,20
突遭生意失败的马仁回到北京二度创业，在崭新的三里屯掀开了生活新的一页,所在城市,三里屯,22,北京,11
父亲影响黄志达的父亲黄廷方原籍福建莆田（由此可知黄志达祖籍福建莆田），于2010年逝世时，长子黄志祥58岁，负责掌管香港业务，为信和置业主席,祖籍,黄志达,4,福建莆田,15
1996年，《熊猫京京》由北京金熊猫动画公司和美国萨班国际娱乐有限公司联合拍摄制作,出品公司,熊猫京京,7,北京金熊猫动画公司,13
踏入歌坛至今，陈雅森终于在2013年的春天，交付了一张充满诚意与感动的全新唱片《幸福的两个人》。其中收录的《该怎么过》《难道你真的不曾爱过我》《亲爱的爸爸妈妈我想你了》《我只能爱你到一百岁》《想你的歌》《谁说男人不会在女人面前流泪》《走后》《甜甜的小妹》《幸福的两个人》《问天问地问自己》《高粱红》《没啥伤不起》等12首歌曲全部是经纪公司为陈雅森精心挑选的最能感动与影响他的歌曲,所属专辑,问天问地问自己,136,幸福的两个人,40
《体育人间》栏目的另一位制片人张虹在1996年曾在《世界体育报道》的分栏目《视点》中任专项记者兼主持人之一，也为“世体报”拍摄过为数不少的专题片,主持人,体育人间,1,张虹,15
董卿主持的《朗读者》中，翻译家、北大教授，96岁高龄的许渊冲先生上台，虽然拄着拐杖，但精气神十足,主持人,朗读者,6,董卿,0
《我的心收不回来》是钟汉良在专辑《是爱还是伤害》（又名《orea》）中的一首歌曲，该歌曲由邰正宵填词，涂惠元谱曲编曲，于1995年7月7日发行,所属专辑,我的心收不回来,1,《orea》,27
《风之峠：银汉赋》是nhk电视台2015年1月15日制作播出的连续剧，共6集,出品公司,风之峠：银汉赋,1,nhk电视台,10
陈道明，出生于天津，祖籍浙江绍兴,祖籍,陈道明,0,浙江绍兴,12
《妻子们的战争》是由中国电视事业股份有限公司出品，江宏恩、周幼婷、陈仙梅、沈孟生等主演的电视剧,出品公司,妻子们的战争,1,中国电视事业股份有限公司,10
《龙门驿站》是2006年汉文化电影有限公司制作出品的中国武侠古装电视剧，由潘文杰执导，编剧邵洋、黄浩华，由张智霖、文颂娴、刘家辉等人主演,出品公司,龙门驿站,1,汉文化电影有限公司,12
中共湖南省委宣传部、长沙电视台 联合摄制 45获奖情况《无声的歌》荣获1994年度中宣部全国“五个一工程”奖,出品公司,无声的歌,28,中共湖南省委宣传部、长沙电视台,0
《放开你的手》是孙悦演唱的一首歌曲，该曲目收录在专辑《伙伴》中,所属专辑,放开你的手,1,伙伴,27
节目制作《粤讲越掂》由广东电视台两大王牌主持人郑达和何浩鹏坐镇，两人主持风格搞笑幽默，现场掌控能力强，不时联手抖包袱，让节目现场笑料百出，再加上美女“台花”吴瑕半生不熟的“蹩脚粤语”让人捧腹，自然看点十足,主持人,粤讲越掂,5,何浩鹏,26
《我是你的消防局》是萧煌奇的音乐作品，萧煌奇作曲，收录在《我是萧煌奇》专辑中,所属专辑,我是你的消防局,1,我是萧煌奇,29
太阳岛坐落在黑龙江省哈尔滨市松花江北岸，总面积为88平方公里，其中规划面积为38平方公里，外围保护区面积为50平方公里,所在城市,太阳岛,0,黑龙江省哈尔滨市,6
"《林海雪原》是由中国人民解放军八一电影制片厂制作，刘沛然导演，王润身,张勇手,张良为主演的一部关于解放军剿灭盘踞在东北的由国民党残部组成的土匪武装的故事",出品公司,林海雪原,1,八一电影制片厂,15
《做你的秒钟》是刘亦菲演唱的歌曲，收录于《刘亦菲》首张同名专辑1,所属专辑,做你的秒钟,1,《刘亦菲》,20
《千手千眼观世音菩萨广大圆满无碍大悲心陀罗尼经大悲神咒》是佛教音乐的音乐作品，收录在《【歌单】酷我热门单曲合辑》专辑中,所属专辑,千手千眼观世音菩萨广大圆满无碍大悲心陀罗尼经大悲神咒,1,【歌单】酷我热门单曲合辑,43
《惊天岳雷》是山东影视制作有限公司、山东影视传媒集团联合出品的古装武侠剧,出品公司,惊天岳雷,1,山东影视传媒集团,18
