sentence,attribute,entity,entity_offset,attribute_value,attribute_value_offset
郭海燕，女，汉族，1977年11月出生，内蒙古包头市人，讲师，内蒙古师范大学地理科学学院国土资源系教师，国家级土地估价师，从事地图学、测量学、土地估价等方面的教学和研究工作,民族,郭海燕,0,汉族,6
《妻子的资格》韩国JTBC电视台于2012年2月29日播出的水木剧，由安畔锡执导，郑成珠编剧，金喜爱、李成宰、李泰兰、张铉诚主演,上映时间,妻子的资格,1,2012年2月29日,17
苏勤昭，汉族人，于1967年12月出生于四川大邑，毕业于成都体育学院田径专业,民族,苏勤昭,0,汉族,4
个人简介田应龙 字子骧，号凤龙山人，1941年生，甘肃通渭人,字,田应龙,4,子骧,9
《瓦塞浦黑帮》是2012年上映的动作类电影，由阿努拉格·卡施亚普执导，Manoj Bajpai 、纳瓦祖丁·席迪圭主演,上映时间,瓦塞浦黑帮,1,2012年,8
伊内，生日:1988年4月30日，，身高:183cm，体重:74 kg，加盟日期:2012-7-27,身高,伊内,0,183cm,21
《没有航标的河流》是西安电影制片厂出品，吴天明 执导，李纬等主演，1983年上映的剧情片,上映时间,没有航标的河流,1,1983年,33
《女警察》是一部1974年的美国电视系列剧，由科里·艾伦导演，安吉·迪金森主演,上映时间,女警察,1,1974年,8
2014年1月8日，由摩天轮文化传媒、光线影业出品的青春爱情喜剧《同桌的你》在京举行首次发布会，宣布定档2014年4月25日全国公映,上映时间,同桌的你,33,2014年4月25日,52
而 1999 年树立的蒙牛，在被伊利扫地出门的创始人牛根生的带领下，运用大经销商制全国铺货，通过强势的广告运营，以“火箭速度”开展,创始人,蒙牛,11,牛根生,26
张廷瑑 (1681—1764)，字桓臣，号思斋，清雍正元年(1723)进士，由编修充日讲起居注官，升工部右侍郎，仍兼起居注事,字,张廷瑑,0,桓臣,17
内容简介《苏东坡全集》是北宋文学家苏轼的作品集，由北京燕山出版社于2009年出版，《苏东坡全集》装帧精美，设计新颖，采用大16K本，卓尔不群，封面彩印图文，典雅大气,朝代,苏轼,17,北宋,12
吴庄（1675—1750年），原名定璋，字友篁，号半园,字,吴庄,0,友篁,21
元朝“东海名儒”史伯璇（1299-1354），一作史伯璿，字文玑，号牖岩,朝代,史伯璇,8,元朝,0
夏然雨，男，汉族，1968年10月23日出生，安徽省宿州市人，1987年7月参加工作，1996年9月入党，本科学历,民族,夏然雨,0,汉族,6
"沃梅尔，1988年5月11日出生于荷兰，足球运动员，身高:178 cm，体重:77kg，加盟日期:2008-7，球衣号码:8，效力球队:费耶诺德，场上位置:中场，曾经效力球队:洛达,阿尔克马尔",身高,沃梅尔,0,178 cm,29
彭祥兴，男，汉族，湖南长沙人，1955年11月生，自考本科学历，中共党员,民族,彭祥兴,0,汉族,6
颜真卿（709年—784年8月23日），字清臣，小名羡门子，别号应方，京兆万年（今陕西西安）人 ，祖籍琅玡临沂（今山东临沂）,字,颜真卿,0,清臣,21
刘仁轨（601年—685年3月2日1），字正则，汴州尉氏（今河南省尉氏县张市镇）人,字,刘仁轨,0,正则,21
爱新觉罗·善耆，字“艾堂”，号“偶遂亭主人”，承袭第十位肃亲王，也是末代肃亲王，晚清重臣,字,爱新觉罗·善耆,0,艾堂,10
2012年5月8日母亲节档你执导老年人的“青春励志片”《飞越老人院》上映，影片由新中国电影史上的老艺术家们：许还山、吴天明、蔡鸿翔、王德顺、李滨、田华等出演,上映时间,飞越老人院,28,2012年5月8日,0
2012年5月8日母亲节档你执导老年人的“青春励志片”《飞越老人院》上映，影片由新中国电影史上的老艺术家们：许还山、吴天明、蔡鸿翔、王德顺、李滨、田华等出演,上映时间,飞越老人院,28,2012年,0
苹果公司：1976年，乔布斯成功说服沃兹装配机器之余跟他去推销，他们另一位朋友，罗·韦恩（Ron Wayne）也加入，三人在1976年4月1日组成了苹果电脑公司（Apple Computer Inc.）,创始人,苹果公司,0,韦恩,42
苹果公司：1976年，乔布斯成功说服沃兹装配机器之余跟他去推销，他们另一位朋友，罗·韦恩（Ron Wayne）也加入，三人在1976年4月1日组成了苹果电脑公司（Apple Computer Inc.）,创始人,苹果公司,0,乔布斯,11
人物生平王称：也写作王偁，字季平，南宋眉州(今四川眉山市)人,字,王称,4,季平,14
简介刘万新，男，汉族，1970年11月出生，1993年7月参加工作，中共党员，大学学历，历任国营简泉农场农艺师，市委组织部副科级组织员、正科级组织员、干部一科副科长、干部三科科长，现任市委组织部干部二科科长，拟任市住房公积金管理中心副主任,民族,刘万新,2,汉族,8
杨祥国，男，汉族，重庆永川人，1984年1月出生，2001年12月入伍，2004年7月入党，大专文化，西藏军区某边防团二连班长，上士军衔,民族,杨祥国,0,汉族,6
王治元1，男，汉族，1973年7月出生于黑龙江省齐齐哈尔，中共党员，大学文化，陆军少校，现为沈阳军区某部军务装备科科长,民族,陆军,39,汉族,7
朱元璋（1328年—1398年6月24日），即明太祖（1368年—1398年在位），字国瑞，原名重八，后取名兴宗，濠州钟离人（今安徽凤阳），明朝开国皇帝,朝代,朱元璋,0,明朝,70
朱元璋（1328年—1398年6月24日），即明太祖（1368年—1398年在位），字国瑞，原名重八，后取名兴宗，濠州钟离人（今安徽凤阳），明朝开国皇帝,字,朱元璋,0,国瑞,43
”潘建伟简介：潘建伟，1970年生，男，汉族，浙江东阳人，著名物理学家，中国科学院院士，中国科学技术大学常务副校长,民族,潘建伟,1,汉族,20
人物履历宿翔宇，男，汉族，1977年5月出生，琉璃庙镇人，市委党校研究生学历，助理政工师职称，1998年12月入党，1996年7月参加工作,民族,宿翔宇,4,汉族,10
刘跃进，男，汉族，1958年7月出生，山东邹平人，大学学历，现任安庆市卫生局副局长，党组成员,民族,刘跃进,0,汉族,6
刘跃进，男，汉族，1958年7月出生，山东邹平人，大学学历，现任安庆市卫生局副局长，党组成员,民族,任安,31,汉族,6
推开西，男，哈萨克族，新疆昌吉人，1962年9月生，1984年3月参加工作，1985年9月入党，中央民族大学汉语专业毕业，大专学历，现任昌吉市政协党组成员、副主席,民族,推开西,0,哈萨克族,6
基本资料球员:苏晓鸣  生日:1981/03/25年  身高:176cm  体重:68kg  球衣号码:999  效力球队:澎马流浪  前度效力球队:上海天娜队  曾经效力球队:1998年1月- 2001年1月在上海申花青年队,身高,苏晓鸣,7,176cm,31
《戴上手套擦泪》由瑞典SVT电视台于2012年10月8日首播，电视剧根据瑞典作家乔纳斯·嘉德尔（Jonas Gardell）的同名小说改编,上映时间,戴上手套擦泪,1,2012年10月8日,18
岳中瑾，男，1967年8月出生，汉族，中共党员,民族,岳中瑾,0,汉族,16
严九岳(1574～1621年)，字以赞，号海日，明代福建永安市贡川人,字,严九岳,0,以赞,17
姓名：西蒙尼·巴罗尼英文名：SimoneBarone性别：男国籍：意大利出生城市：出生日期：1978年4月30日身高：180cm体重：75kg场上位置：中场场上编号：8所属团队：意大利都灵曾效力团队：切沃帕尔马帕勒莫,身高,西蒙尼·巴罗尼,3,180cm,59
“大唐代宗”是巴特尔、汪惠龄为导演，赵阳主演，中央电视台电影频道节目中心出品的一部电视电影，已于2004年上映,上映时间,大唐代宗,1,2004年,48
忽克敬，男，回族，1974年4月生，巍山县永建镇人，1996年12月加入中国共产党，1997年8月参加工作，西南政法大学成人教育学院法学专业毕业，大学本科学历，现任巍山县人民法院法警大队队长,民族,忽克敬,0,回族,6
刘明利，男，1964年5月生，汉族，北京市人，1997年7月入党，1984年1月参加工作，中央党校在职大学（中央党校经济管理专业）,民族,刘明利,0,汉族,15
濋曼莉，女，汉族，中师文化，益阳市优秀教师，沅江市市大镇南郊中心完全小学，小学一级教师,民族,濋曼莉,0,汉族,6
俞国泰，男，汉族，1970年11月出生，浙江武义人，中共党员，1990年8月参加工作，大学学历，现任武义县熟溪街道党工委委员、县公安局熟溪派出所所长，拟任武义县桃溪镇党委委员、副书记，试用期一年,民族,江武,21,汉族,6
俞国泰，男，汉族，1970年11月出生，浙江武义人，中共党员，1990年8月参加工作，大学学历，现任武义县熟溪街道党工委委员、县公安局熟溪派出所所长，拟任武义县桃溪镇党委委员、副书记，试用期一年,民族,俞国泰,0,汉族,6
"个人简介任秀荣2，女，汉族，1958年12月出生,河南上蔡人，河南农业大学农学专业本科毕业，大学本科学历，学士学位",民族,任秀荣,4,汉族,11
个人简介严瑛，女，汉族，1964年7月出生，四川成都人，1995年4月加入中国共产党，1981年10月参加工作，中央党校成人教育学院大学毕业,民族,严瑛,4,汉族,9
钟玲，女，汉族，1966年8月出生，江西萍乡人，1985年7月参加工作，1988年6月加入中国共产党，江西省委党校在职研究生学历,民族,钟玲,0,汉族,5
姓 名：王熙智本 名：金清雅韩 文：왕희지英文名：Hee-ji Wang生 日：1975年09月27日星 座：天秤座身 高：167公分,身高,王熙智,4,167公分,62
汪进玉 男，汉族，1970年9月出生，甘肃定西人，省委党校研究生学历，1994年8月参加工作，1997年12月加入中国共产党,民族,汪进玉,0,汉族,6
张诚基，男，汉族，1949年9月出生，甘肃镇原人，大学文化程度牞北京化工学院化工专业,民族,张诚基,0,汉族,6
2017年，超级英雄电影市场表现喜人，《银河护卫队2》《蜘蛛侠：英雄归来》《雷神3：诸神黄昏》和《神奇女侠》等片北美票房都超过3亿美元，均跻身年度票房前十名,上映时间,神奇女侠,49,2017年,0
常剑波，男，汉族，1962年11月出生,民族,常剑波,0,汉族,6
剧情简介《法律与秩序：犯罪倾向》，于2001年开始播出，是首播于1990年的美国电视史上播映时间最长犯罪剧集《法律与秩序》的三部姐妹剧之一,上映时间,法律与秩序：犯罪倾向,5,2001年,18
《三个欧吉桑2》是日本东京电视台2015年4月24日至6月12日播出的电视剧,上映时间,三个欧吉桑2,1,2015年4月24日至6月12日,16
2014年12月12日主演郭在容执导的爱情喜剧片《我的早更女友》上映,上映时间,我的早更女友,25,2014年12月12日,0
"基本资料球员:祖域  生日:1971年3月25日  身高:177CM  球衣号码:999  国籍:塞尔维亚及黑山  效力球队:卡尔斯耶拿  场上位置:前锋  曾经效力球队:FK Rad Beograd　　PAOK萨赫诺昂历基球队阵容前锋  艾迪尼,丹科",身高,祖域,7,177CM,29
甘久霓，女，汉族，1961年11月21日出生，天津市人，中共党员，大学毕业，现任天津市和平区委南营门街道党工委书记,民族,甘久霓,0,汉族,6
胡汉军，男，汉族，1963年6月生，1983年7月参加工作，1992年3月加入中国共产党，四川省委党校法律专业毕业，党校大学,民族,胡汉军,0,汉族,6
周传宏，男，汉族，1972年4月出生，中共党员，大专学历,民族,周传宏,0,汉族,6
杨新方简介男，1952年2月出生，河南尉氏人，汉族，在职研究生学历,民族,杨新方,0,汉族,23
蒲伟，男，汉族,民族,蒲伟,0,汉族,5
剧情简介杀手十三第一季XIII是由法国和加拿大合拍的一部电视剧，于2011年春上映,上映时间,杀手十三第一季,4,2011年,33
田德荣，男，汉族，河北隆尧人，中共党员，河北财经学院商企管专业本科、管理学学士,民族,田德荣,0,汉族,6
王光林，男，汉族，1962年生，江苏淮安人，中共党员，南京大学英语语言文学专业、华东师范大学外语学院英语专业毕业，在职研究生学历，文学博士学位，教授，硕士生导师,民族,王光林,0,汉族,6
李建国，男，汉族，1957年1月出生，河北平乡人，1976年11月参加工作，1986年6月加入中国共产党，1982年河北医学院医学系毕业，大学学历,民族,李建国,0,汉族,6
龚真军，男，汉族，1971年8月出生，甘肃景泰人，中共党员,民族,龚真军,0,汉族,6
2016年，其主演的都市剧《微微一笑很倾城》获得了广泛关注（90年代四小花旦之一）关晓彤出生于演员世家，2003年出演霍建起导演的电影《暖》上映，该片获2003年度中国电影金鸡奖，日本东京国际电影节金麒麟奖,上映时间,微微一笑很倾城,14,2016年,0
《97家有喜事》由紫东影视出品有限公司于1997年出品，是1997年在香港上映的贺岁喜剧电影，该片由张坚庭执导，由周星驰、吴倩莲、吴镇宇、黄百鸣、钟丽缇等领衔主演,上映时间,97家有喜事,1,1997年,20
卞学宝，男，汉族，1961年7月出生，江苏扬州人,民族,苏扬,20,汉族,6
个人资料姓名：马莱克·加兹里  生日：1984-01-20  性别：男  身高：183厘米  体重：公斤  国籍：突尼斯  出生地：突尼斯详细介绍突尼斯男子网球运动员1,身高,马莱克·加兹里,7,183厘米,40
李佩蘅(1792～1851)，字榕龄，号子杜，清代广西荔浦大塘乡大莫村人,字,李佩蘅,0,榕龄,16
公孙龙给平原君出主意说，赵可以派遣使者去责备秦王说，秦不帮助赵国救魏，也是违背盟约,朝代,公孙龙,0,赵国,30
我们都被朱元璋的英明神武骗了:他明明是明朝第一段子手,朝代,朱元璋,4,明朝,19
李建设，男，汉族，湖南新邵人，1964年5月出生，1982年8月参加工作，1985年9月入党，大学文化,民族,李建设,0,汉族,6
《镜花水月》是2015年6月1日上演的美剧，由罗杰·昆宝执导，施瑞·阿普莱碧、纳塔莉·凯利领衔主演，总共10集,上映时间,镜花水月,1,2015,7
人物简介邓毓怡，字和甫，一字任斋，别号拙园，1880年（光绪六年）农历12月21日出生于河北省大城县白洋桥一个仕宦家庭,字,邓毓怡,4,任斋,14
李建飞，男，汉族，1965年11月生，河北深县人，1988年2月参加工作，1986年12月加入中国共产党，新疆大学经济管理专业毕业，现任新疆维吾尔自治区地税局党组成员、总经济师,民族,任新,67,汉族,6
太原不光是多为各国首都，而且太原也是一个皇帝频频出生的地方，其中就有战国七雄的赵简子，汉文帝刘桓在八岁的时候就已经在太原被封为晋王，不久便开创文景之治，北齐的皇帝也把太原作为首都，李渊和李世民也是在太原起兵推翻的隋朝，并随后建立了唐朝，而且中国的唯一一位的女皇帝武则天也是在太原出生的,朝代,李渊,90,唐朝,115
太原不光是多为各国首都，而且太原也是一个皇帝频频出生的地方，其中就有战国七雄的赵简子，汉文帝刘桓在八岁的时候就已经在太原被封为晋王，不久便开创文景之治，北齐的皇帝也把太原作为首都，李渊和李世民也是在太原起兵推翻的隋朝，并随后建立了唐朝，而且中国的唯一一位的女皇帝武则天也是在太原出生的,朝代,李世民,93,唐朝,115
黎建春　　　　个人简历：黎建春，男，1960年3月生，汉族，广西藤县人，1981年8月参加工作，1999年11月加入中国共产党，南京信息工程大学大气科学（防雷）专业，本科学历，高级工程师,民族,黎建春,0,汉族,27
杨玉环杨贵妃喜欢穿道士服，所以称为太真，这当然与唐朝尊儒重道有关，而玄宗是明皇的庙号，则表明他是一个对道教感兴趣的皇帝,朝代,杨玉环,0,唐朝,24
汪浩1，男，汉族，1959年出生，祖籍四川，中共党员，本科学历，中国人民武装警察部队大校警衔2,民族,汪浩,0,汉族,6
1952年，哈兰·山德士上校创建原味炸鸡特许经营业务，肯德基的雏形开始,创始人,肯德基,27,哈兰·山德士,6
《海女》是由2013年4月1日至9月28日NHK电视台播出的晨间剧，由井上刚、吉田照幸、梶原登城等人执导，宫藤官九郎担任编剧，能年玲奈主演，小泉今日子、宫本信子、小池彻平、桥本爱、福士苍汰等出演,上映时间,海女,1,2013年4月1日至9月28日,6
人物简介李登荣，男，彝族，出生地永德县，1964年6月生，1983年8月参加工作，1986年8月加入中国共产党，大学本科学历,民族,李登荣,4,彝族,10
郝建军，男，汉族，1964年11月生，江苏南京人，1987年5月加入中国共产党，1982年10月参加工作，在职大学学历，现任天津医科大学副校级巡视员,民族,任天,61,汉族,6
郝建军，男，汉族，1964年11月生，江苏南京人，1987年5月加入中国共产党，1982年10月参加工作，在职大学学历，现任天津医科大学副校级巡视员,民族,郝建军,0,汉族,6
《漫漫长路》是2014年上映的法国剧情片，由帕斯卡尔·舒梅执导，亚伦·保尔、皮尔斯·布鲁斯南等主演,上映时间,漫漫长路,1,2014年,7
黄艳兰，女，壮族，1976年8月出生，平果县榜圩镇人，大专学历，毕业于广西大学农学专业，1999年4月参加工作，2003年10月加入中国共产党,民族,黄艳兰,0,壮族,6
到了2009年，张艺谋的电影《三枪拍案惊奇》中亮相的新疆籍演员维妮，在片中饰演女二号波斯少女,上映时间,三枪拍案惊奇,15,2009,2
杨国胜，男，汉族，山东昌乐人，中共党员,民族,杨国胜,0,汉族,6
第四部，冻结，《冻结》是2006年10月27日由韩国Yellow Film公司制作的科幻爱情片，描写了人类和吸血鬼的爱情故事,上映时间,冻结,4,2006年10月27日,12
王森兰[清]字国香，号少维，上海人,字,王森兰,0,国香,7
《续·倒数第二次恋爱》是电视剧《倒数第二次恋爱》的续作，是由日本富士电视台于2014年4月17日制作并播出的11集爱情喜剧电视剧,上映时间,续·倒数第二次恋爱,1,2014年4月17日,38
王森林，男，回族，1960年10月出生，北京密云人,民族,王森林,0,回族,6
李长庚，男，汉族，益阳市赫山区人，1964年7月出生，1984年7月参加工作，中国民主促进会会员，硕士研究生,民族,李长庚,0,汉族,6
朱浩梁，男，1971年12月出生，汉族，浙江余姚人,民族,朱浩梁,0,汉族,17
8、北宋名相王安石：王安石，字介甫，号半山，汉族，临川（今江西抚州市临川区）人，北宋着名思想家、政治家、文学家、改革家,朝代,王安石,6,北宋,2
8、北宋名相王安石：王安石，字介甫，号半山，汉族，临川（今江西抚州市临川区）人，北宋着名思想家、政治家、文学家、改革家,字,王安石,6,介甫,15
8、北宋名相王安石：王安石，字介甫，号半山，汉族，临川（今江西抚州市临川区）人，北宋着名思想家、政治家、文学家、改革家,民族,王安石,6,汉族,22
寒山（生卒年不详），字、号均不详，唐代长安（今陕西西安）人,朝代,寒山,0,唐代,17
个人简历：  宋灵坚，女，壮族，1961年12月出生，广西崇左市人，1983年7月参加工作，1997年5月加入中国共产党，2001年12月中共中央党校函授分院行政管理专业毕业，本科学历,民族,宋灵坚,7,壮族,13
泽尔威尔，身高：183厘米惯用脚：右脚出生地：伦敦(英格兰)国籍：英格兰,身高,泽尔威尔,0,183厘米,8
王克品，男，汉族，湖北省兴山县人,民族,王克品,0,汉族,6
个人简历陈毅林1，男，汉族，1959年12月生，山西翼城人，1985年10月加入中国共产党，1976年1月参加工作，大学文化,民族,陈毅林,4,汉族,11
草创洋炮局马格里爵士，英国奥金莱克人，获爱丁堡大学医学博士学位，陆军第99联队军医，后镇压太平天国运动的中外混合部队“常胜军”任职,民族,马格里,5,英国奥金莱克人,11
《萧勇画集-中国当代实力派画家》是2011年天津人民美术出版社出版的图书，作者是萧勇,上映时间,家,14,2011年,17
基本资料球员:鲁帕  生日:1978年10月18日  身高:172cm  球衣号码:999  效力球队:普塔雷纳斯  场上位置:后卫球队阵容中场  E,身高,鲁帕,7,172cm,30
刘清（1742—1827）字天一，号松斋，贵州广顺人,字,刘清,0,天一,14
”于是耐着性子，陪笑道：“回大人，明朝有两个大将军，一个叫徐达，一个叫常遇春,朝代,常遇春,35,明朝,17
简介陈大会，男，生于1956年7月，汉族，大学中文本科毕业,民族,陈大会,2,汉族,18
东汉末年，腐朽没落的东汉王朝分崩离折，外戚宦官当道，军阀混乱，天下大乱，人民流离失所，社会生产力遭到极大破坏，作为“非常之人，超世之杰”的曹操，怀抱救国之志，除暴抗强，惩治腐败，几经沉浮，终于以一个政治家的魄力，统一北部中国,朝代,曹操,69,东汉末年,0
唐芳琼，女，汉族，出生于1954年7月，籍贯四川仁寿，出生地四川仁寿，1974年1月加入中国党产党，1975年1月参加工作，四川省委党校法律专业毕业，大学学历，现任雅安市人大常委会副主任、党组成员,民族,唐芳琼,0,汉族,6
贾俊礼，1964年1月生，汉族，河北冀州人，研究生学历，中国共产党党员，教授,民族,贾俊礼,0,汉族,13
北魏孝武帝西迁后，晋封寇洛为临邑县伯，又升任寇洛为骠骑大将军、仪同三司，晋封公爵，食邑增加五百户,朝代,寇洛,11,北魏,0
他导演的《倩女幽魂》在1987年上映，之后的续集《人间道》、《道道道》又将古装神怪武侠电影引向了又一个高峰,上映时间,倩女幽魂,5,1987年,11
人物简介姓　名：贾仰青  性　别：男  民　族：汉族  籍　贯：陕西省吴堡县  出生年月：1910年  牺牲日期：1934年01月07人物事迹贾仰青本名鸿德，陕西吴堡县贾家山村人，生于富农家庭，5岁祖父教他识字，认读如流，后入私塾，学业甚佳,民族,贾仰青,8,汉族,24
韩愈是唐代杰出的文学家、思想家、哲学家、政治家大唐名臣韩愈，字退之，是河南河阳人，世人称他为“韩昌黎”“昌黎先生”,字,韩愈,0,退之,31
2016年1月29日，黄景瑜主演的网络剧《上瘾》播出，他在剧中饰演了忠诚强势的顾海，从而步入演艺圈,上映时间,上瘾,21,2016年1月29日,0
简介：田武，男，汉族 ，1948年10月生，黑龙江哈尔滨人，1973年7月加入中国共产党，1966年7月参加工作，毕业于哈尔滨工业大学经济管理专业，本科学历,民族,田武,3,汉族,8
人物简介陈仕元，男，汉族，云南盐津人，1968年12月出生，党校大专学历，1989年10月参加工作，中共党员,民族,陈仕元,4,汉族,10
吴廷才，男，1968年03月出生，汉族，北京延庆人，现任大庄科乡人大副主席,民族,吴廷才,0,汉族,17
郑延国1，男，汉族，1967年08月出生，黑龙江肇东县人，研究生学历，1987年07月参加工作，1994年11月入党，现任嫩江县政府党组成员、政府办公室主任,民族,郑延国,0,汉族,7
2014年1月14日，楷模家具长春经销商蔡凤莉又一次代表董事长徐国芳将爱心与善款送到吉林大学第一医院，这一次楷模家具是帮助因救婆婆而全身烧伤最有孝心的好儿媳尹丹丹,创始人,楷模家具,11,徐国芳,31
黄永东，男，汉族，博士，教授,民族,黄永东,0,汉族,6
一手遮天的李辅国企图做唐朝的第一位宦官宰相,朝代,李辅国,5,唐朝,11
倪知良，男，1965年5月生，汉族，浙江余姚人，1986年3月加入中国共产党，1986年7月参加工作，在职研究生，法学硕士,民族,倪知良,0,汉族,15
2010年版《泡沫之夏》是由大S徐熙媛，何润东，黄晓明主演,上映时间,泡沫之夏,7,2010年,0
冯雪渔，男，汉族，1967年7月生，江苏南通人，1989年9月参加工作，中共党员，研究生学历、博士学位,民族,冯雪渔,0,汉族,6
杨丕龙，男，汉族，1959年8月出生，江西广丰人，1985年3月加入中国共产党，1982年2月参加工作，大学学历，助理工程师,民族,杨丕龙,0,汉族,6
《踢出一片天》是韩国与泰国合拍的喜剧动作电影，由普拉奇亚·平克尧、李钟锡执导，曹在显、艺智苑主演，于2011年11月3日在韩国上映,上映时间,踢出一片天,1,2011年11月3日,50
《天朝1900》是由尹力导演执导的一部讲述100多年前的清朝光绪年间，北京城下级军官芹圃和老爷子存翁痴迷于养鸟、放炮、票戏、干炸丸子，一家子靠赊东西度日，却活得毫无痛苦,朝代,光绪,30,清朝,28
2008年，由刘佩琦和姚晨领衔主演的弘扬中国文化演变历程的电视剧《百年荣宝斋》首播，卢思思在剧中扮演了留学归来的富家女“潘文雅”.7,上映时间,百年荣宝斋,33,2008年,0
GAYO Entertainment Award 2014 年度最佳韩剧-----《神医》2播出信息基本信息播出时间播放平台剧场接档被接档2012年8月13日,上映时间,神医,42,2012年8月13日,69
幻爱岛屿—创始人唐彤天，于2005年10月冬季一个人在图书馆勤工俭学时的初步想法,创始人,幻爱岛屿,0,唐彤天,8
曾文辿（公元854—916年），字缝舆，号逸真，江西于都葛垇小溷村人，生于唐大中甲戌岁（854），卒于梁贞明三年丙子岁（916），享年63岁,字,曾文辿,0,缝舆,17
吴文英的《梦窗词》存词三百余首，在南宋词人中仅次于辛弃疾,朝代,吴文英,0,南宋,17
吴文英的《梦窗词》存词三百余首，在南宋词人中仅次于辛弃疾,朝代,辛弃疾,25,南宋,17
2016年4月28日起每周四、周五上午11：00播出　　　　内地首播1GTV八大综合台　　2016年9月19日起每周一至周五晚间8点播出　　台湾首播剧集评价《终极游侠》独辟蹊径，把台湾偶像剧再度包装，重新出发，掀起纯爱偶像潮流,上映时间,终极游侠,79,2016年4月28日,0
个人简介周振君，男，汉族，1964年出生于吉林省长春市,民族,周振君,4,汉族,10
唐英（1682-1756年），清代陶瓷艺术家，能文善画，兼书法篆刻且又精通制瓷,朝代,唐英,0,清代,15
在2009年下半年饭否被有关部门非正常地被关闭，2010饭否创办人王兴在接受采访时，回忆一年前饭否被突然关停表示：为了应对政府有关部门对网络言论的监管，饭否当时做出大量删贴、限制敏感关键字、暂停搜索等措施,创始人,饭否,9,王兴,33
杨坚和杨广父子在位43年，公元217年，李渊在太原起兵造反了，不久之后就带兵攻入了长安，隋朝江山岌岌可危,朝代,杨广,3,隋朝,44
杨坚和杨广父子在位43年，公元217年，李渊在太原起兵造反了，不久之后就带兵攻入了长安，隋朝江山岌岌可危,朝代,杨坚,0,隋朝,44
陈树秋 男，广东潮州人，汉族，1954年7月出生，广东省委党校经济学专业毕业，在职研究生学历，1970年8月参加工作，1976年7月加入中国共产党,民族,陈树秋,0,汉族,12
侯应遴，万历二十七年(1599年)拔贡出生，字佐熙，号夷庚,字,侯应遴,0,佐熙,23
阳海贵，男，汉族，1966年9月生，四川盐亭人，本科学历,民族,阳海贵,0,汉族,6
苻坚（338年－385年），前秦世祖宣昭皇帝，字永固，又字文玉，小名坚头，氐族，略阳临渭（今甘肃秦安）人，十六国时期前秦的君主，公元357－385年在位,字,苻坚,0,文玉,29
苻坚（338年－385年），前秦世祖宣昭皇帝，字永固，又字文玉，小名坚头，氐族，略阳临渭（今甘肃秦安）人，十六国时期前秦的君主，公元357－385年在位,民族,苻坚,0,氐族,37
郑爽，汉族，1991年8月22日出生于辽宁省沈阳市大东区，毕业于北京电影学院07级表演系本科班，中国内地女演员,民族,郑爽,0,汉族,3
上期我们走进了广西民族博物馆今天我们要带领大家逛的是↓↓↓成都武侯祠博物馆精彩视频，抢先开↓↓↓成都武侯祠是纪念刘备、诸葛亮等蜀汉英雄人物庙宇所在,朝代,诸葛亮,59,蜀汉,63
《寡妇制造者》是由凯瑟琳·毕格罗导演，哈里森·福特等主演的一部电影，于2002年上映,上映时间,寡妇制造者,1,2002年,35
鉴于甘肃一带回民习武成风，而从文应试者很少，福康安为朝廷的长治久安考虑，上奏皇帝，提出“教导回民”的善后事务，清朝在循化厅设学校，以资训迪，得到乾隆帝的赞许，学校之设，在福康安是为了驯化民众，利于统治，而对边远地区的文化教育之事必定会产生实际效用,朝代,福康安,22,清朝,55
个人资料姓名：赫尔曼·莱斯曼  所属球队：飓风  国籍：阿根廷  出生日期：1990-09-08  身高：181cm  体重：0kg  场上位置：前锋  球衣号码：01职业生涯234567,身高,莱斯曼,11,181cm,53
郭图，字公则，也是袁绍的谋士之一,字,郭图,0,公则,4
姓　名：李中柱  性　别：男  民　族：汉族  籍　贯：广东化县  出生年月：,民族,李中柱,4,汉族,20
尹保辉，男，汉族，1972年9月出生，河南禹州人，1995年7月加入中国共产党，1991年8月参加工作，中国人民大学公共管理硕士，高级经济师,民族,尹保辉,0,汉族,6
黄品蓁在篮球场上司职后卫，出生于1989年，身高178厘米，臂展达到186厘米1,身高,黄品蓁,0,178厘米,24
图哇甲， 男， 藏族， 1976年12月出生，甘肃卓尼人，1995年9月参加工作，2000年7月加入中国共产党，大学学历，毕业于西北民族学院,民族,图哇甲,0,藏族,8
马云在1999年创办阿里巴巴，并担任阿里集团CEO、董事局主席，2013年5月10日，辞任阿里巴巴集团CEO，继续担任阿里集团董事局主席,创始人,阿里巴巴集团,45,马云,0
《分身》是日本WOWOW公司于2012年2月12日至3月11日期间播放的电视剧,上映时间,分身,1,2012年2月12日,15
周亚夫，是西汉开国功臣周勃之子,朝代,周亚夫,0,西汉,5
杨寿斌，男，汉族，1946年8月出生，大专文化，江苏省淮阴市人，国家干部，淮阴市地税局退休,民族,杨寿斌,0,汉族,6
善音居士，中国汉族人， 男，出生于北京市区西城区，信仰佛教，代表作品是《般若波罗密多心经》,民族,善音居士,0,汉族,7
维布里绍泽，身高180cm，体重77kg，出生于1977-10-18,身高,维布里绍泽,0,180cm,8
）邓超的妻子是上海籍演员孙俪，两人2005年因电视剧《幸福像花儿一样》结缘，电视剧宣传期之后开始恋爱,上映时间,幸福像花儿一样,27,2005年,17
阿梅尔琴科，男，身高192厘米，体重84千克，1985年3月27出生,身高,阿梅尔琴科,0,192厘米,10
